Age,CustFor,Education,Marital_Status,Child,Income,Recency,Wine,Fruit,Meat,Fish,Sweet,Gold,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp1,AcceptedCmp2,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,Complain,Response,TotMnt,TotPurch,TotCmp,Cluster
41,1230,Master,Alone,1,47682.0,80,162,61,83,97,57,61,4,4,3,8,5,0,0,0,0,0,0,0,521,19,0,3
47,1015,Graduate,Alone,1,72679.0,65,619,54,260,127,54,54,1,4,7,5,1,0,0,0,0,0,0,0,1168,17,0,2
39,742,Master,Partner,2,57954.0,52,456,4,24,0,0,9,7,8,2,6,7,0,0,0,1,0,0,0,493,23,1,4
54,1162,Graduate,Partner,2,65316.0,65,112,6,92,3,9,38,2,3,2,5,4,0,0,0,0,0,0,0,260,12,0,4
34,1108,Graduate,Alone,1,28567.0,57,11,3,22,2,2,6,2,2,0,3,6,0,0,0,0,0,0,0,46,7,0,1
65,1175,Master,Partner,1,47352.0,70,172,12,112,8,0,15,4,6,1,5,7,0,0,0,0,0,0,0,319,16,0,4
49,893,Graduate,Partner,1,44931.0,0,78,0,11,0,0,7,1,2,1,3,5,0,0,0,0,0,0,0,96,7,0,4
49,865,Graduate,Alone,0,76982.0,19,464,151,292,65,60,30,1,8,3,4,4,0,0,0,0,1,0,1,1062,16,1,2
64,1056,Master,Partner,1,57247.0,50,99,4,32,37,54,6,2,2,1,7,2,0,0,0,0,0,0,0,232,12,0,4
35,919,Master,Alone,1,22944.0,67,19,3,19,4,5,26,3,3,0,3,7,0,0,0,0,0,0,0,76,9,0,1
39,965,Master,Partner,1,25315.0,46,1,9,8,11,3,22,3,3,0,3,8,0,0,0,0,0,0,0,54,9,0,1
47,1423,Graduate,Alone,1,43638.0,37,63,10,83,7,19,19,2,4,1,4,7,0,0,0,0,0,0,0,201,11,0,1
32,1309,PhD,Alone,1,42710.0,38,252,3,42,4,3,102,2,4,5,3,6,0,0,0,0,0,0,0,406,14,0,1
34,1057,PhD,Partner,0,84169.0,9,1478,19,403,0,19,0,1,7,6,6,3,0,0,0,1,1,0,1,1919,20,2,2
40,1121,Graduate,Partner,1,54058.0,56,198,18,252,32,108,54,2,4,6,8,3,0,0,0,0,0,0,0,662,20,0,3
26,844,Master,Partner,1,24683.0,98,8,4,10,6,7,6,2,2,0,4,5,0,0,0,0,0,0,0,41,8,0,1
52,904,Graduate,Alone,0,85620.0,68,416,46,925,60,107,46,1,3,6,4,1,0,0,0,0,0,0,1,1600,14,0,2
36,939,Graduate,Partner,1,47850.0,72,42,7,43,20,12,10,1,3,0,4,6,0,0,0,0,0,0,0,134,8,0,1
48,885,Graduate,Partner,2,19514.0,47,14,3,21,2,1,28,4,3,1,2,8,0,0,1,0,0,0,1,69,10,1,4
43,823,Master,Partner,2,27159.0,33,17,0,3,0,0,1,2,1,0,3,6,0,0,0,0,0,0,0,21,6,0,4
53,821,Master,Alone,2,39548.0,87,15,4,10,3,4,18,2,1,1,3,3,0,0,0,0,0,0,0,54,7,0,4
27,813,Graduate,Alone,1,21474.0,0,6,16,24,11,0,34,2,3,1,2,7,0,0,1,0,0,0,1,91,8,1,1
45,873,PhD,Alone,1,60504.0,73,458,0,24,6,4,34,2,6,2,8,6,0,0,0,0,0,0,0,526,18,0,4
53,1168,Graduate,Partner,0,22419.0,74,30,3,47,19,21,42,1,3,2,2,8,0,0,0,0,0,0,0,162,8,0,1
67,966,Master,Partner,0,81698.0,4,179,28,520,111,123,47,1,3,8,13,1,0,0,0,0,0,0,1,1008,25,0,2
64,1386,Graduate,Partner,2,43462.0,50,90,17,97,15,6,15,6,4,1,5,8,0,0,0,0,0,0,0,240,16,0,4
38,1216,PhD,Alone,1,54880.0,57,308,85,137,102,45,118,2,6,2,11,5,0,0,0,0,0,0,0,795,21,0,3
34,1181,Graduate,Partner,0,79908.0,30,557,129,761,29,185,111,1,5,6,7,2,0,0,0,0,1,0,0,1772,19,1,2
46,1061,Master,Partner,0,15315.0,27,7,4,13,15,8,17,2,2,0,4,5,0,0,0,0,0,0,0,64,8,0,1
57,1134,Graduate,Partner,1,87771.0,61,1492,38,287,50,57,33,1,5,10,4,6,1,1,0,1,1,0,1,1957,20,4,3
38,1024,Graduate,Partner,1,33039.0,4,30,8,12,8,8,12,1,2,0,4,5,0,0,0,0,0,0,0,78,7,0,1
36,1109,Graduate,Alone,0,81741.0,75,249,153,940,58,134,38,0,6,6,7,2,0,0,0,0,0,0,0,1572,19,0,2
45,1100,Master,Partner,1,71499.0,12,465,25,132,136,0,37,2,8,3,13,4,0,0,0,0,0,0,0,795,26,0,3
46,896,Master,Partner,1,62466.0,13,129,129,259,168,121,83,5,6,3,12,4,0,0,0,0,0,0,0,889,26,0,2
53,967,PhD,Alone,1,48799.0,9,174,18,81,28,6,24,3,3,2,7,3,0,0,0,0,0,0,0,331,15,0,4
66,753,PhD,Partner,1,52157.0,48,189,2,29,3,2,40,2,3,2,5,4,0,0,0,0,0,0,0,265,12,0,4
54,1302,Graduate,Alone,1,66565.0,80,747,10,161,65,40,42,4,4,2,9,8,0,0,0,0,0,0,0,1065,19,0,3
65,1026,Master,Partner,2,29298.0,60,6,0,2,2,0,1,1,1,0,2,5,0,0,0,0,0,0,0,11,4,0,4
37,1090,Graduate,Alone,1,47691.0,43,14,0,3,0,0,4,1,1,0,2,6,0,0,0,0,0,0,0,21,4,0,1
46,1300,Graduate,Partner,2,38200.0,19,12,0,4,0,0,1,1,1,0,2,7,0,0,0,0,0,0,0,17,4,0,1
42,1386,Graduate,Partner,1,44989.0,26,98,0,106,49,10,106,5,5,1,5,6,0,0,0,0,0,0,0,369,16,0,1
48,884,PhD,Partner,2,38443.0,58,32,0,5,0,0,1,2,1,0,3,7,0,0,0,0,0,0,0,38,6,0,4
38,1020,Master,Alone,1,38593.0,42,51,12,49,17,24,24,3,4,1,3,8,0,0,0,0,0,0,0,177,11,0,1
46,1063,PhD,Partner,1,64413.0,27,200,5,44,0,10,20,1,5,1,5,5,0,0,0,0,0,0,0,279,12,0,4
35,1001,Master,Partner,1,36959.0,56,25,6,25,6,0,0,2,2,0,3,8,0,0,0,0,0,0,0,62,7,0,1
39,1245,PhD,Partner,1,61996.0,27,1050,12,144,0,0,24,3,6,4,8,5,1,1,0,1,0,0,1,1230,21,3,3
48,820,Graduate,Partner,2,51287.0,10,117,0,22,13,0,30,3,4,1,3,7,0,0,0,0,0,0,0,182,11,0,4
46,1041,Graduate,Partner,2,13260.0,48,9,4,17,10,2,7,4,3,0,3,8,0,0,0,0,0,0,0,49,10,0,1
50,1017,PhD,Partner,2,47472.0,39,56,0,11,0,0,8,2,2,0,4,5,0,0,0,0,0,0,0,75,8,0,4
60,1086,Master,Partner,2,54603.0,85,145,13,46,17,2,4,6,4,2,4,7,0,0,0,0,0,0,0,227,16,0,4
42,1327,PhD,Partner,2,45207.0,64,203,0,10,0,0,2,5,3,1,6,6,0,0,0,1,0,0,0,215,15,1,1
65,1199,Graduate,Partner,1,40689.0,69,270,3,27,39,6,99,7,7,1,5,8,0,0,0,0,0,0,0,444,20,0,3
49,983,Master,Partner,2,47821.0,54,9,0,16,6,6,10,1,1,0,3,8,0,0,0,0,0,0,0,47,5,0,4
65,1171,Master,Partner,0,27450.0,57,37,12,23,8,11,52,1,2,1,3,7,0,0,0,0,0,0,0,143,7,0,4
33,818,Graduate,Partner,1,39453.0,64,46,0,7,0,0,2,2,2,0,3,6,0,0,0,0,0,0,0,55,7,0,1
45,803,Master,Partner,2,26850.0,10,31,1,13,7,2,9,4,2,1,4,4,0,0,0,0,0,0,0,63,11,0,4
61,1375,Graduate,Alone,0,79800.0,65,1060,21,530,32,0,224,1,5,11,5,3,1,0,1,0,1,0,1,1867,22,3,3
55,1019,Master,Partner,1,61794.0,74,264,47,188,54,47,11,2,4,4,10,2,0,0,0,0,0,0,0,611,20,0,3
61,774,Graduate,Partner,1,53863.0,4,399,4,30,6,4,30,3,7,1,7,7,0,0,0,1,0,0,0,473,18,1,4
57,1044,Graduate,Partner,0,24221.0,94,8,9,9,2,5,22,1,1,1,3,4,0,0,0,0,0,0,0,55,6,0,4
32,1356,PhD,Alone,1,39684.0,41,19,0,35,6,4,17,2,2,1,2,7,0,0,0,0,0,1,1,81,7,0,1
41,1295,Master,Partner,0,92163.0,25,817,183,797,106,163,20,0,5,11,5,2,1,0,0,0,1,0,1,2086,21,2,2
51,962,Master,Alone,0,69882.0,94,292,127,635,132,127,165,1,3,7,9,1,0,0,0,0,0,0,0,1478,20,0,2
39,881,Graduate,Partner,1,33178.0,9,12,6,2,11,2,16,1,1,0,3,4,0,0,0,0,0,0,0,49,5,0,1
44,1022,PhD,Partner,0,59973.0,47,130,30,168,20,34,0,1,3,4,7,1,0,0,0,0,0,0,0,382,15,0,1
41,1014,Master,Partner,1,17459.0,12,6,4,16,3,10,30,3,3,1,2,7,0,0,0,0,0,0,1,69,9,0,1
47,1342,Graduate,Alone,1,23910.0,80,16,12,18,7,1,13,1,2,0,3,7,0,0,0,0,0,0,0,67,6,0,1
47,984,Master,Partner,2,42169.0,20,19,0,9,0,0,2,2,1,0,3,8,0,0,0,0,0,0,0,30,6,0,4
38,1121,Master,Partner,1,26224.0,39,4,7,15,13,9,15,3,2,1,3,6,0,0,0,0,0,0,0,63,9,0,1
35,1412,Graduate,Partner,1,31089.0,57,31,3,31,2,8,4,3,3,0,4,8,0,0,0,0,0,0,0,79,10,0,1
55,1224,Graduate,Alone,1,30081.0,27,36,0,2,0,0,4,1,1,0,3,7,0,0,0,0,0,0,0,42,5,0,4
56,1398,Graduate,Partner,1,62807.0,83,526,28,135,10,21,99,3,5,3,12,5,0,0,0,0,0,0,0,819,23,0,3
61,1016,Graduate,Alone,0,72906.0,79,400,32,519,71,75,54,1,3,4,9,1,0,0,0,0,0,0,0,1151,17,0,2
68,1298,PhD,Partner,2,61467.0,69,410,16,114,0,5,49,3,5,2,10,5,0,0,0,0,0,0,0,594,20,0,3
50,1250,Master,Partner,2,49618.0,77,80,3,26,4,2,14,4,3,1,3,7,0,0,0,0,0,0,0,129,11,0,4
30,1278,Master,Alone,1,21888.0,15,88,10,46,2,3,64,4,5,1,2,10,0,0,0,0,0,0,1,213,12,0,1
43,869,Graduate,Alone,1,42429.0,99,55,0,6,2,0,4,2,1,1,3,5,0,0,0,0,0,0,0,67,7,0,4
60,1206,Graduate,Alone,3,26150.0,61,5,1,13,3,5,1,1,1,0,3,7,0,0,0,0,0,0,0,28,5,0,4
41,1342,Basic,Partner,1,30801.0,23,8,4,5,15,2,11,2,1,0,3,7,0,0,0,0,0,0,0,45,6,0,1
51,784,Graduate,Partner,0,81168.0,84,410,0,592,147,22,22,1,6,4,7,3,1,0,0,0,0,0,0,1193,18,1,2
47,1045,Master,Alone,0,26877.0,74,101,13,76,20,18,40,2,3,1,6,6,0,0,0,0,0,0,0,268,12,0,1
72,1077,Master,Alone,0,45006.0,90,162,25,53,16,0,10,1,3,1,7,3,0,0,0,0,0,0,0,266,12,0,4
43,1296,Basic,Partner,1,18978.0,41,2,8,1,4,7,15,1,1,0,3,8,0,0,0,0,0,0,0,37,5,0,1
49,975,Graduate,Partner,3,22574.0,28,25,0,8,2,0,2,2,2,0,3,7,0,0,0,0,0,0,0,37,7,0,4
47,1328,PhD,Alone,0,48240.0,73,389,91,248,64,49,41,3,6,3,13,5,0,0,0,0,0,0,1,882,25,0,3
42,1069,Graduate,Partner,2,45837.0,88,215,13,87,17,17,24,5,6,2,5,7,0,0,0,0,0,0,0,373,18,0,4
51,1150,Master,Alone,3,35791.0,94,27,0,5,0,0,3,2,1,0,3,8,0,0,0,0,0,0,0,35,6,0,4
38,1199,Graduate,Alone,2,54162.0,31,5,6,10,6,5,10,1,1,0,3,4,0,0,0,0,0,0,0,42,5,0,1
56,1412,Master,Partner,1,30522.0,6,179,8,83,19,11,26,5,1,2,9,2,0,0,0,0,0,0,0,326,17,0,1
55,1084,PhD,Partner,1,54456.0,23,352,0,27,10,0,15,3,6,1,7,6,0,0,0,0,0,0,0,404,17,0,4
45,1081,Graduate,Alone,0,31632.0,92,17,8,12,11,15,32,1,2,1,2,7,0,0,0,0,0,0,0,95,6,0,1
67,842,Graduate,Alone,0,72298.0,52,625,35,169,58,17,35,1,4,3,6,1,0,0,0,1,1,0,0,939,14,2,3
38,914,Master,Alone,1,36975.0,50,10,6,11,0,4,2,1,1,0,3,7,0,0,0,0,0,0,0,33,5,0,1
61,1122,Master,Partner,0,72635.0,54,390,22,323,104,35,107,1,6,8,6,3,1,0,0,0,0,0,0,981,21,1,3
40,1256,Graduate,Partner,1,13624.0,93,10,2,15,2,1,6,2,2,0,3,6,0,0,0,0,0,0,0,36,7,0,1
41,1122,Graduate,Alone,1,84196.0,56,215,63,507,231,31,190,1,8,4,7,3,0,0,0,0,0,0,0,1237,20,0,2
56,1377,Graduate,Partner,1,70971.0,28,1001,17,572,93,125,17,7,11,11,5,7,0,0,0,0,0,0,1,1825,34,0,2
39,1392,PhD,Alone,2,34487.0,94,19,18,33,24,1,8,3,3,0,3,9,0,0,0,0,0,0,0,103,9,0,1
39,1289,Graduate,Alone,1,28769.0,76,41,5,129,10,3,3,3,4,1,4,9,0,0,0,0,0,0,0,191,12,0,1
46,953,PhD,Partner,1,69084.0,43,1181,107,199,39,30,30,2,7,3,13,8,0,0,0,0,0,0,0,1586,25,0,3
58,747,PhD,Partner,0,65488.0,46,603,45,207,36,18,54,1,3,4,6,1,0,0,0,0,0,0,0,963,14,0,3
46,896,Master,Partner,1,62466.0,13,129,129,259,168,121,83,5,6,3,12,4,0,0,0,0,0,0,0,889,26,0,2
56,865,Master,Alone,0,32218.0,27,10,24,15,13,1,30,1,2,1,3,7,0,0,1,0,0,0,1,93,7,1,4
43,1168,Graduate,Alone,0,83917.0,12,514,22,732,42,198,79,1,6,7,7,3,0,0,0,0,0,0,1,1587,21,0,2
54,842,Graduate,Alone,3,46102.0,3,14,0,1,0,0,1,1,1,0,2,7,0,0,0,0,0,0,0,16,4,0,4
64,1121,Graduate,Alone,0,84574.0,72,387,20,713,38,54,163,1,9,11,11,5,0,0,0,0,0,0,0,1375,32,0,2
54,1268,Graduate,Partner,1,56181.0,6,121,103,69,8,44,48,1,4,2,7,4,0,0,0,0,0,0,0,393,14,0,3
66,1370,Master,Alone,1,63120.0,53,965,69,279,54,41,69,5,8,4,9,7,0,0,0,0,0,0,1,1477,26,0,3
45,966,Graduate,Partner,1,73691.0,58,707,21,250,85,43,73,2,6,2,8,2,0,0,1,0,0,0,0,1179,18,1,3
56,1363,Graduate,Partner,1,63381.0,78,571,50,142,33,50,159,4,4,5,13,2,0,0,0,0,0,0,0,1005,26,0,3
68,778,PhD,Partner,0,76140.0,57,586,66,653,17,0,26,1,5,9,6,2,0,0,0,0,0,0,0,1348,21,0,3
57,1277,PhD,Alone,1,62859.0,37,1063,89,102,16,12,25,4,9,4,6,6,0,0,0,0,0,0,0,1307,23,0,3
52,1149,Graduate,Alone,1,45906.0,20,305,3,27,4,3,144,2,5,4,4,5,0,0,1,0,0,0,0,486,15,1,3
69,1207,Master,Partner,0,77632.0,73,1200,105,758,0,42,147,1,4,2,6,2,0,0,0,1,1,0,1,2252,13,2,2
45,1046,PhD,Partner,2,46463.0,56,163,2,40,8,11,11,7,3,1,6,6,0,0,0,0,0,0,0,235,17,0,4
46,929,Master,Alone,1,55282.0,9,125,6,73,8,4,19,1,3,1,6,4,0,0,0,0,0,0,0,235,11,0,4
39,768,Master,Partner,1,78710.0,42,721,0,152,119,50,50,3,7,6,12,4,0,0,0,0,0,0,0,1092,28,0,3
58,1017,Graduate,Partner,1,66886.0,28,315,4,62,41,31,146,2,7,1,7,5,0,0,0,0,0,0,0,599,17,0,3
56,863,Master,Alone,0,98777.0,23,1000,19,711,125,115,38,0,4,6,9,1,0,0,0,1,0,0,0,2008,19,1,2
31,1402,Graduate,Partner,1,29103.0,38,16,0,17,6,3,6,2,1,0,3,9,0,0,0,0,0,0,0,48,6,0,1
42,1417,Graduate,Partner,1,67445.0,63,757,80,217,29,80,11,5,9,6,12,6,0,0,0,0,0,0,0,1174,32,0,3
66,808,PhD,Partner,1,50616.0,71,30,2,25,0,1,9,1,1,1,4,2,0,0,0,0,0,0,0,67,7,0,4
61,1426,Graduate,Alone,1,49431.0,9,219,3,100,26,0,17,2,7,1,5,8,0,0,0,0,0,0,0,365,15,0,3
63,907,Graduate,Partner,1,61278.0,87,111,3,28,2,6,15,2,3,1,4,6,0,0,0,0,0,0,0,165,10,0,4
58,1376,Master,Partner,0,26490.0,92,45,47,52,21,20,25,2,3,1,5,6,0,0,0,0,0,0,0,210,11,0,1
69,1033,PhD,Partner,1,73059.0,36,410,112,420,0,82,71,1,9,3,13,4,0,0,0,0,0,0,0,1095,26,0,3
50,982,PhD,Alone,3,46734.0,86,100,1,39,6,1,76,4,3,2,3,6,0,0,1,0,0,0,0,223,12,1,4
53,1300,Graduate,Partner,1,56253.0,83,509,0,65,7,11,5,4,7,2,9,6,0,0,0,0,0,0,0,597,22,0,3
31,958,Graduate,Partner,1,19986.0,74,3,6,5,0,2,6,1,0,0,3,7,0,0,0,0,0,0,0,22,4,0,1
41,917,Graduate,Alone,1,58330.0,87,445,53,213,104,98,151,1,6,4,13,4,0,0,0,0,0,0,0,1064,24,0,2
36,1391,Basic,Partner,0,25965.0,29,2,2,11,41,7,11,1,2,0,3,8,0,0,0,0,0,0,0,74,6,0,1
60,1275,Master,Partner,0,14661.0,88,4,1,11,6,2,2,1,1,0,3,6,0,0,0,0,0,0,0,26,5,0,1
57,1279,Graduate,Partner,0,18690.0,77,6,1,7,23,4,19,1,1,1,2,8,0,0,0,0,0,0,0,60,5,0,1
42,1140,PhD,Partner,1,45068.0,25,14,0,3,0,0,3,1,1,0,2,7,0,0,0,0,0,0,0,20,4,0,1
29,1008,Basic,Alone,1,21063.0,34,1,10,11,19,3,15,2,2,0,3,6,0,0,0,0,0,0,0,59,7,0,1
48,1147,PhD,Partner,1,29187.0,43,26,0,6,0,0,2,1,1,0,3,8,0,0,0,0,0,0,0,34,5,0,1
45,965,Master,Partner,2,54690.0,76,111,16,37,7,9,18,3,3,1,5,3,0,0,0,0,0,0,0,198,12,0,4
52,1066,PhD,Partner,1,59304.0,81,418,61,428,80,51,10,3,7,8,10,5,0,0,0,0,0,0,0,1048,28,0,3
54,964,Master,Alone,2,59247.0,87,327,9,122,19,14,83,5,5,2,9,6,0,0,0,0,0,0,0,574,21,0,4
46,1386,Graduate,Alone,1,66731.0,33,371,159,194,58,106,141,4,4,3,6,3,0,0,0,0,0,0,0,1029,17,0,2
36,926,Graduate,Partner,1,77353.0,38,275,59,107,69,101,59,2,6,4,8,4,0,0,0,0,0,0,0,670,20,0,2
41,1306,PhD,Alone,1,52614.0,63,789,0,142,12,9,38,2,2,4,8,8,0,0,0,0,0,0,0,990,16,0,3
42,769,Graduate,Partner,2,26751.0,26,1,1,5,0,3,1,1,1,0,2,8,0,0,0,0,0,0,0,11,4,0,4
53,1338,PhD,Partner,1,81300.0,17,1004,12,145,32,12,36,3,10,3,5,5,1,0,0,0,0,0,1,1241,21,1,3
37,909,Graduate,Alone,0,70337.0,75,187,81,149,25,43,91,1,2,2,12,1,0,0,0,0,0,0,0,576,17,0,2
31,1109,Master,Partner,1,36145.0,13,56,4,76,17,1,18,4,4,1,3,9,0,0,1,0,0,0,1,172,12,1,1
36,919,PhD,Alone,0,65295.0,19,365,32,117,34,110,6,1,3,3,13,2,0,0,0,0,0,0,0,664,20,0,2
53,985,Graduate,Alone,1,68118.0,51,595,23,123,10,23,154,2,8,9,4,6,0,0,0,0,0,0,0,928,23,0,3
49,1399,Graduate,Alone,0,68743.0,81,1132,134,384,175,134,115,1,11,5,13,7,0,0,0,0,0,0,0,2074,30,0,2
34,1070,Master,Partner,0,41039.0,32,34,11,137,179,61,45,1,8,1,5,8,0,0,0,0,0,0,0,467,15,0,1
61,979,Graduate,Partner,1,38946.0,84,116,6,82,6,6,41,2,3,1,6,5,0,0,0,0,0,0,0,257,12,0,4
49,923,Graduate,Partner,0,65777.0,87,565,32,435,28,32,54,1,2,8,6,1,0,0,0,0,0,0,0,1146,17,0,3
40,1210,PhD,Alone,1,66476.0,99,372,18,126,47,48,78,2,5,2,11,4,0,0,0,0,0,0,0,689,20,0,3
44,1386,PhD,Alone,0,86857.0,96,899,102,838,133,102,40,1,5,6,10,2,0,0,0,0,0,0,1,2114,22,0,2
27,775,PhD,Partner,0,77845.0,40,760,40,480,0,40,26,1,3,5,12,1,1,0,0,0,1,0,0,1346,21,2,2
47,1003,PhD,Partner,0,69476.0,3,260,86,559,63,9,67,1,4,6,4,2,0,0,0,0,0,0,0,1044,15,0,2
56,1364,PhD,Alone,1,50611.0,98,459,0,24,6,0,4,6,4,5,7,6,0,0,0,1,0,0,1,493,22,1,3
46,1039,Graduate,Alone,0,61209.0,73,466,0,224,119,49,99,1,5,3,4,2,0,0,0,0,0,0,0,957,13,0,3
58,1083,Master,Partner,1,42315.0,90,67,15,80,17,11,80,3,1,4,4,3,0,0,0,0,0,0,0,270,12,0,4
64,970,Basic,Partner,0,13084.0,29,2,0,7,3,7,10,1,1,0,3,6,0,0,0,0,0,0,0,29,5,0,4
67,1127,Master,Alone,2,47570.0,3,67,1,20,0,2,31,3,2,2,2,7,0,0,0,0,0,0,1,121,9,0,4
55,1069,Master,Partner,2,61923.0,94,92,4,18,3,3,6,1,2,1,4,3,0,0,0,0,0,0,0,126,8,0,4
21,826,Graduate,Alone,0,34824.0,65,4,2,11,2,0,4,1,1,0,2,6,0,0,0,0,0,0,0,23,4,0,1
67,1178,PhD,Alone,2,26518.0,33,20,1,28,3,3,2,3,2,0,3,8,0,0,0,0,0,0,1,57,8,0,4
55,969,Graduate,Alone,0,45938.0,46,273,11,178,62,83,29,2,8,4,6,6,0,0,0,0,0,0,0,636,20,0,3
56,812,Graduate,Partner,0,78468.0,29,434,22,388,104,22,34,1,10,7,10,4,1,0,0,0,0,0,0,1004,28,1,2
43,1016,Graduate,Alone,1,78901.0,99,321,11,309,33,26,34,3,9,3,5,4,0,0,0,0,0,0,0,734,20,0,3
38,840,Graduate,Partner,2,71427.0,26,212,123,177,15,64,23,2,8,2,8,4,0,0,0,0,0,0,0,614,20,0,3
38,869,Graduate,Alone,1,71022.0,30,909,12,278,0,12,242,3,5,2,11,8,0,0,1,0,0,0,0,1453,21,1,3
28,792,Master,Alone,0,90247.0,27,1184,32,352,21,16,16,1,3,4,7,1,1,0,0,1,1,0,1,1621,15,3,2
48,916,Master,Alone,1,41335.0,24,112,19,21,16,14,5,3,4,1,4,7,0,0,0,0,0,0,0,187,12,0,4
30,1266,Graduate,Partner,1,71952.0,93,656,80,455,52,107,93,2,8,4,8,4,0,0,1,0,1,0,0,1443,22,2,2
46,733,PhD,Alone,1,35682.0,34,23,0,8,6,2,18,1,1,1,3,2,0,0,0,0,0,0,0,57,6,0,4
65,1176,Graduate,Alone,1,43185.0,88,537,6,42,16,6,30,2,9,3,6,8,0,0,0,0,0,0,0,637,20,0,3
68,951,PhD,Partner,1,66375.0,96,712,0,45,0,0,191,3,2,4,5,7,0,0,1,0,0,0,0,948,14,1,3
45,1266,Master,Partner,1,35178.0,10,23,1,13,2,2,18,1,1,1,2,7,0,0,1,0,0,0,1,59,5,1,1
30,1083,Graduate,Partner,1,25252.0,26,1,3,4,2,2,6,1,1,0,2,8,0,0,0,0,0,0,0,18,4,0,1
51,1347,Master,Alone,1,55250.0,49,664,58,83,32,0,66,4,7,5,10,5,0,0,0,0,0,0,0,903,26,0,3
41,1225,Graduate,Alone,1,33249.0,11,6,10,21,19,14,42,2,2,1,3,6,0,0,0,0,0,0,0,112,8,0,1
63,1142,Graduate,Partner,0,58398.0,44,299,5,201,21,21,49,3,5,4,8,4,0,0,0,0,0,0,0,596,20,0,3
34,1057,Graduate,Partner,1,50272.0,75,99,13,66,43,8,4,3,4,1,5,7,0,0,0,0,0,0,0,233,13,0,1
41,1300,PhD,Partner,0,76618.0,64,749,40,294,121,160,147,1,3,2,5,1,0,0,0,0,0,0,0,1511,11,0,2
56,1375,Master,Alone,0,87305.0,19,345,25,501,63,138,80,1,5,3,8,2,0,0,0,0,1,0,1,1152,17,1,2
38,1234,Graduate,Partner,1,25851.0,45,9,4,18,7,5,5,2,2,0,3,7,0,0,0,0,0,0,0,48,7,0,1
46,1186,Graduate,Alone,1,58710.0,77,440,81,368,0,122,174,6,11,5,9,6,0,0,0,0,0,0,0,1185,31,0,2
58,823,Graduate,Alone,2,45160.0,9,8,2,5,3,0,3,1,1,0,2,7,0,0,0,0,0,0,0,21,4,0,4
51,1288,Master,Partner,1,74806.0,1,670,9,249,0,28,9,2,5,4,5,4,0,0,0,0,0,0,0,965,16,0,3
62,1154,Graduate,Partner,0,59111.0,90,524,0,134,28,28,155,1,11,1,8,7,0,0,0,0,0,0,0,869,21,0,3
32,768,PhD,Partner,1,18988.0,43,6,0,6,2,1,1,2,1,0,3,7,0,0,0,0,0,0,0,16,6,0,1
51,1232,Graduate,Partner,0,72190.0,79,597,166,597,172,166,249,1,5,6,4,3,0,0,0,0,0,0,0,1947,16,0,2
40,1428,Graduate,Partner,1,7500.0,19,7,0,12,13,7,32,5,4,1,2,9,0,0,1,0,0,0,1,71,12,1,1
50,752,Graduate,Partner,1,44794.0,99,54,0,7,0,0,4,1,2,0,3,6,0,0,0,0,0,0,0,65,6,0,4
61,949,Graduate,Partner,0,80395.0,62,445,25,706,80,76,48,1,6,5,12,2,1,0,0,0,0,0,0,1380,24,1,2
40,886,Master,Alone,0,75012.0,41,294,142,218,164,58,151,1,3,8,11,1,0,0,0,0,0,0,0,1027,23,0,2
51,992,Master,Partner,3,56962.0,60,292,3,77,10,3,26,7,6,3,5,7,0,0,0,0,0,0,0,411,21,0,4
25,1171,Graduate,Partner,0,89891.0,17,412,22,132,59,28,183,1,11,6,8,4,0,0,0,0,1,0,0,836,26,1,2
67,1006,PhD,Alone,2,35946.0,24,8,0,3,0,0,0,1,0,0,3,5,0,0,0,0,0,0,0,11,4,0,4
63,1422,PhD,Partner,2,53593.0,60,349,4,78,6,0,43,8,7,2,6,8,0,0,0,0,0,0,0,480,23,0,3
38,1113,Graduate,Partner,2,66373.0,57,328,9,124,12,24,109,7,4,2,10,3,0,0,0,0,0,0,0,606,23,0,3
68,987,PhD,Alone,3,45072.0,74,144,2,99,7,2,30,5,6,1,4,8,0,0,0,0,0,0,0,284,16,0,4
43,994,Graduate,Alone,2,89694.0,22,1126,28,211,37,28,42,3,4,3,4,5,1,0,0,1,1,0,0,1472,14,3,3
67,792,Graduate,Partner,0,72025.0,46,967,0,617,43,50,0,1,4,8,13,2,1,0,0,1,1,0,1,1677,26,3,3
43,1188,Graduate,Partner,1,67432.0,69,432,79,341,177,136,170,2,8,5,4,4,0,0,0,0,0,0,0,1335,19,0,2
64,757,Master,Partner,1,70545.0,29,138,39,63,55,18,21,1,4,1,7,2,0,0,0,0,0,0,0,334,13,0,4
27,1199,Basic,Partner,1,17487.0,37,0,0,1,7,4,6,1,1,0,2,7,0,0,0,0,0,0,0,18,4,0,1
47,1420,Graduate,Partner,1,62882.0,26,509,133,497,78,24,97,2,7,5,6,4,0,0,0,0,0,0,0,1338,20,0,2
63,1194,PhD,Alone,1,64108.0,8,948,10,86,13,21,21,4,6,9,11,5,0,0,0,0,0,0,0,1099,30,0,3
60,1211,Master,Partner,2,34941.0,26,39,2,25,4,3,24,2,3,0,3,8,0,0,0,0,0,0,0,97,8,0,4
